Vardas              Pavarde             Galutinis (med.)  
Vardenis5578        Pavardenis5578      2.00              
Vardenis5579        Pavardenis5579      4.50              
Vardenis5581        Pavardenis5581      4.00              
Vardenis5583        Pavardenis5583      4.50              
Vardenis5596        Pavardenis5596      4.00              
Vardenis5597        Pavardenis5597      4.00              
Vardenis5598        Pavardenis5598      4.00              
Vardenis5599        Pavardenis5599      3.00              
Vardenis5600        Pavardenis5600      4.50              
Vardenis5605        Pavardenis5605      4.00              
Vardenis5607        Pavardenis5607      4.00              
Vardenis5610        Pavardenis5610      3.00              
Vardenis5611        Pavardenis5611      3.50              
Vardenis5617        Pavardenis5617      3.00              
Vardenis5623        Pavardenis5623      2.00              
Vardenis5626        Pavardenis5626      3.50              
Vardenis5629        Pavardenis5629      4.00              
Vardenis5630        Pavardenis5630      3.50              
Vardenis5632        Pavardenis5632      4.50              
Vardenis5634        Pavardenis5634      3.50              
Vardenis5635        Pavardenis5635      3.50              
Vardenis5636        Pavardenis5636      2.50              
Vardenis5643        Pavardenis5643      3.50              
Vardenis5644        Pavardenis5644      4.50              
Vardenis5647        Pavardenis5647      2.00              
Vardenis5651        Pavardenis5651      4.50              
Vardenis5678        Pavardenis5678      3.00              
Vardenis5683        Pavardenis5683      4.00              
Vardenis5685        Pavardenis5685      3.50              
Vardenis5690        Pavardenis5690      4.00              
Vardenis5695        Pavardenis5695      4.50              
Vardenis5697        Pavardenis5697      4.50              
Vardenis5699        Pavardenis5699      4.50              
Vardenis5705        Pavardenis5705      4.00              
Vardenis5706        Pavardenis5706      4.00              
Vardenis5708        Pavardenis5708      3.50              
Vardenis5710        Pavardenis5710      4.50              
Vardenis5716        Pavardenis5716      4.50              
Vardenis5718        Pavardenis5718      4.00              
Vardenis5719        Pavardenis5719      3.00              
Vardenis5723        Pavardenis5723      4.50              
Vardenis5725        Pavardenis5725      4.00              
Vardenis5731        Pavardenis5731      4.50              
Vardenis5734        Pavardenis5734      4.50              
Vardenis5736        Pavardenis5736      4.50              
Vardenis5737        Pavardenis5737      3.00              
Vardenis5739        Pavardenis5739      3.00              
Vardenis5741        Pavardenis5741      3.50              
Vardenis5743        Pavardenis5743      4.50              
Vardenis5747        Pavardenis5747      4.00              
Vardenis5748        Pavardenis5748      4.00              
Vardenis5749        Pavardenis5749      4.50              
Vardenis5752        Pavardenis5752      4.00              
Vardenis5757        Pavardenis5757      4.50              
Vardenis5759        Pavardenis5759      3.00              
Vardenis5760        Pavardenis5760      4.00              
Vardenis5761        Pavardenis5761      4.00              
Vardenis5762        Pavardenis5762      4.00              
Vardenis5765        Pavardenis5765      4.50              
Vardenis5766        Pavardenis5766      3.50              
Vardenis5768        Pavardenis5768      4.50              
Vardenis5771        Pavardenis5771      3.00              
Vardenis5777        Pavardenis5777      4.50              
Vardenis5778        Pavardenis5778      4.50              
Vardenis5781        Pavardenis5781      4.00              
Vardenis5782        Pavardenis5782      4.00              
Vardenis5787        Pavardenis5787      3.50              
Vardenis5790        Pavardenis5790      4.00              
Vardenis5794        Pavardenis5794      4.50              
Vardenis5808        Pavardenis5808      3.00              
Vardenis5812        Pavardenis5812      3.00              
Vardenis5815        Pavardenis5815      4.50              
Vardenis5821        Pavardenis5821      3.00              
Vardenis5822        Pavardenis5822      4.50              
Vardenis5827        Pavardenis5827      4.00              
Vardenis5828        Pavardenis5828      3.50              
Vardenis5833        Pavardenis5833      4.00              
Vardenis5836        Pavardenis5836      4.50              
Vardenis5837        Pavardenis5837      4.00              
Vardenis5840        Pavardenis5840      4.50              
Vardenis5842        Pavardenis5842      3.00              
Vardenis5844        Pavardenis5844      4.50              
Vardenis5846        Pavardenis5846      4.00              
Vardenis5847        Pavardenis5847      3.50              
Vardenis5853        Pavardenis5853      4.50              
Vardenis5854        Pavardenis5854      3.50              
Vardenis5860        Pavardenis5860      4.00              
Vardenis5866        Pavardenis5866      4.00              
Vardenis5870        Pavardenis5870      3.50              
Vardenis5873        Pavardenis5873      4.00              
Vardenis5877        Pavardenis5877      4.00              
Vardenis5880        Pavardenis5880      2.50              
Vardenis5882        Pavardenis5882      4.00              
Vardenis5884        Pavardenis5884      3.50              
Vardenis5890        Pavardenis5890      4.00              
Vardenis5894        Pavardenis5894      3.50              
Vardenis5897        Pavardenis5897      3.00              
Vardenis5919        Pavardenis5919      3.00              
Vardenis5920        Pavardenis5920      4.50              
Vardenis5921        Pavardenis5921      4.50              
Vardenis5923        Pavardenis5923      4.50              
Vardenis5926        Pavardenis5926      4.00              
Vardenis5927        Pavardenis5927      4.00              
Vardenis5930        Pavardenis5930      3.00              
Vardenis5935        Pavardenis5935      4.50              
Vardenis5945        Pavardenis5945      4.00              
Vardenis5949        Pavardenis5949      4.00              
Vardenis5953        Pavardenis5953      4.50              
Vardenis5955        Pavardenis5955      4.50              
Vardenis5959        Pavardenis5959      4.00              
Vardenis5962        Pavardenis5962      4.00              
Vardenis5965        Pavardenis5965      4.00              
Vardenis5970        Pavardenis5970      3.50              
Vardenis5984        Pavardenis5984      4.50              
Vardenis5986        Pavardenis5986      4.00              
