Vardas              Pavarde             Galutinis (vid.)  
Vardenis18509       Pavardenis18509     4.92              
Vardenis18510       Pavardenis18510     3.32              
Vardenis18512       Pavardenis18512     4.00              
Vardenis18514       Pavardenis18514     4.24              
Vardenis18516       Pavardenis18516     2.84              
Vardenis18518       Pavardenis18518     4.36              
Vardenis18519       Pavardenis18519     3.60              
Vardenis18520       Pavardenis18520     4.92              
Vardenis18524       Pavardenis18524     3.12              
Vardenis18529       Pavardenis18529     4.72              
Vardenis18530       Pavardenis18530     2.56              
Vardenis18531       Pavardenis18531     2.44              
Vardenis18532       Pavardenis18532     2.72              
Vardenis18534       Pavardenis18534     3.80              
Vardenis18536       Pavardenis18536     3.96              
Vardenis18537       Pavardenis18537     2.80              
Vardenis18538       Pavardenis18538     3.76              
Vardenis18539       Pavardenis18539     3.76              
Vardenis18540       Pavardenis18540     3.48              
Vardenis18541       Pavardenis18541     3.64              
Vardenis18542       Pavardenis18542     2.80              
Vardenis18543       Pavardenis18543     3.08              
Vardenis18545       Pavardenis18545     4.00              
Vardenis18547       Pavardenis18547     3.16              
Vardenis18549       Pavardenis18549     4.84              
Vardenis18551       Pavardenis18551     3.68              
Vardenis18553       Pavardenis18553     2.92              
Vardenis18554       Pavardenis18554     3.52              
Vardenis18555       Pavardenis18555     4.36              
Vardenis18565       Pavardenis18565     3.24              
Vardenis18569       Pavardenis18569     3.64              
Vardenis18571       Pavardenis18571     4.24              
Vardenis18572       Pavardenis18572     2.88              
Vardenis18574       Pavardenis18574     2.84              
Vardenis18576       Pavardenis18576     3.24              
Vardenis18583       Pavardenis18583     3.84              
Vardenis18586       Pavardenis18586     3.20              
Vardenis18587       Pavardenis18587     4.72              
Vardenis18588       Pavardenis18588     3.72              
Vardenis18591       Pavardenis18591     3.40              
Vardenis18594       Pavardenis18594     2.52              
Vardenis18596       Pavardenis18596     3.48              
Vardenis18597       Pavardenis18597     2.92              
Vardenis18598       Pavardenis18598     3.72              
Vardenis18599       Pavardenis18599     2.36              
Vardenis18600       Pavardenis18600     3.00              
Vardenis18603       Pavardenis18603     4.64              
Vardenis18604       Pavardenis18604     4.04              
Vardenis18605       Pavardenis18605     3.96              
Vardenis18606       Pavardenis18606     3.80              
Vardenis18608       Pavardenis18608     2.80              
Vardenis18610       Pavardenis18610     3.52              
Vardenis18611       Pavardenis18611     3.68              
Vardenis18612       Pavardenis18612     2.12              
Vardenis18621       Pavardenis18621     4.40              
Vardenis18624       Pavardenis18624     3.96              
Vardenis18625       Pavardenis18625     3.56              
Vardenis18626       Pavardenis18626     4.24              
Vardenis18627       Pavardenis18627     3.12              
Vardenis18634       Pavardenis18634     3.40              
Vardenis18635       Pavardenis18635     3.64              
Vardenis18636       Pavardenis18636     3.28              
Vardenis18638       Pavardenis18638     3.24              
Vardenis18642       Pavardenis18642     3.92              
Vardenis18645       Pavardenis18645     3.40              
Vardenis18647       Pavardenis18647     3.68              
Vardenis18648       Pavardenis18648     4.16              
Vardenis18649       Pavardenis18649     4.52              
Vardenis18656       Pavardenis18656     3.64              
Vardenis18659       Pavardenis18659     2.04              
Vardenis18663       Pavardenis18663     4.16              
Vardenis18664       Pavardenis18664     4.44              
Vardenis18670       Pavardenis18670     4.04              
Vardenis18672       Pavardenis18672     3.56              
Vardenis18673       Pavardenis18673     3.28              
Vardenis18677       Pavardenis18677     3.00              
Vardenis18681       Pavardenis18681     3.72              
Vardenis18685       Pavardenis18685     3.08              
Vardenis18700       Pavardenis18700     4.24              
Vardenis18701       Pavardenis18701     4.68              
Vardenis18702       Pavardenis18702     4.60              
Vardenis18703       Pavardenis18703     3.28              
Vardenis18711       Pavardenis18711     3.00              
Vardenis18712       Pavardenis18712     3.40              
Vardenis18716       Pavardenis18716     4.88              
Vardenis18717       Pavardenis18717     3.16              
Vardenis18718       Pavardenis18718     4.12              
Vardenis18720       Pavardenis18720     3.20              
Vardenis18722       Pavardenis18722     2.76              
Vardenis18724       Pavardenis18724     3.56              
Vardenis18728       Pavardenis18728     3.92              
Vardenis18733       Pavardenis18733     3.44              
Vardenis18738       Pavardenis18738     3.16              
Vardenis18741       Pavardenis18741     4.92              
Vardenis18747       Pavardenis18747     3.16              
Vardenis18751       Pavardenis18751     4.12              
Vardenis18752       Pavardenis18752     2.76              
Vardenis18755       Pavardenis18755     2.72              
Vardenis18756       Pavardenis18756     4.04              
Vardenis18757       Pavardenis18757     4.64              
Vardenis18758       Pavardenis18758     3.32              
Vardenis18762       Pavardenis18762     3.16              
Vardenis18764       Pavardenis18764     4.48              
Vardenis18766       Pavardenis18766     4.00              
Vardenis18773       Pavardenis18773     2.88              
Vardenis18779       Pavardenis18779     2.52              
Vardenis18780       Pavardenis18780     3.84              
Vardenis18781       Pavardenis18781     4.84              
Vardenis18782       Pavardenis18782     3.52              
Vardenis18783       Pavardenis18783     4.16              
Vardenis18784       Pavardenis18784     4.68              
Vardenis18788       Pavardenis18788     4.24              
Vardenis18789       Pavardenis18789     1.76              
Vardenis18792       Pavardenis18792     4.68              
Vardenis18793       Pavardenis18793     3.12              
